id,nombre,provincia,partido,periodoLegal,periodoReal,reemplazo,observaciones,foto,email,telefono,redes,partido_normalizado,rol_provincial,abstenciones,ausencias,lev.vot.,votos_negativos,votos_afirmativos,votos_total,participation_pct
552,"Atauche, Ezequiel",Jujuy,Partido Renovador Federal,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/552.gif,ezequiel.atauche@senado.gob.ar,(+54 11) 28223000,,Partido Renovador Federal,Mayoría,1,0,0.0,4,80,85,54.49
553,"Bedia, Vilma Facunda",Jujuy,Partido Renovador Federal,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/553.gif,vilma.bedia@senado.gob.ar,(+54 11) 28223000,,Partido Renovador Federal,Mayoría,1,0,0.0,4,80,85,54.49
554,"Moises, María Carolina",Jujuy,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/554.gif,maria.moises@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,0,0,,0,0,0,0.0
532,"Bensusán, Daniel Pablo",La Pampa,Frente de Todos,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/532.gif,daniel.bensusan@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,0,0.0,61,23,85,54.49
531,"Huala, María Victoria",La Pampa,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/531.gif,victoria.huala@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,0,,0,0,0,0.0
530,"Kroneberger, Daniel Ricardo",La Pampa,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/530.gif,daniel.kroneberger@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,0,0.0,11,74,85,54.49
555,"López, María Florencia",La Rioja,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/555.gif,florencia.lopez@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,10,0.0,59,15,85,48.08
557,"Pagotto, Juan Carlos",La Rioja,Alianza la Libertad Avanza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/557.gif,juan.pagotto@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Primera Minoría,1,0,0.0,4,80,85,54.49
556,"Rejal, Jesús Fernando",La Rioja,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/556.gif,jesus.rejal@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,0,0.0,61,23,85,54.49
571,"Suárez, Rodolfo Alejandro",Mendoza,Frente Cambia Mendoza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/571.gif,rodolfo.suarez@senado.gob.ar,(+54 11) 28223000,,Frente Cambia Mendoza,Mayoría,0,2,0.0,3,80,85,53.21
533,"Cornejo, Alfredo Victor",Mendoza,Frente Cambia Mendoza,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': '2023-12-09'}",,,https://api.argentinadatos.com/static/senado/senadores/533.gif,,,,Frente Cambia Mendoza,Mayoría,0,0,,0,0,0,0.0
468,"Fernández Sagasti, Anabel",Mendoza,Justicialista,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/468.gif,anabel.fernandezsagasti@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,0,0.0,62,22,85,54.49
558,"Arce, Carlos Omar",Misiones,Frente Renovador de la Concordia-Innovación Federal,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/558.gif,carlos.arce@senado.gob.ar,(+54 11) 28223000,,Frente Renovador de la Concordia-Innovación Federal,Mayoría,0,0,0.0,2,83,85,54.49
560,"Goerling Lara, Enrique Martín",Misiones,Juntos por el Cambio,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/560.gif,martin.goerling@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Primera Minoría,0,1,0.0,3,81,85,53.85
559,"Rojas Decut, Sonia Elizabeth",Misiones,Frente Renovador de la Concordia-Innovación Federal,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/559.gif,sonia.rojas@senado.gob.ar,(+54 11) 28223000,,Frente Renovador de la Concordia-Innovación Federal,Mayoría,0,0,0.0,2,83,85,54.49
586,"Cervi, Mario Pablo",Neuquén,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,,mario.cervi@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,1,0.0,4,79,85,53.85
587,"Corroza, Julieta",Neuquén,La Neuquinidad,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,,julieta.corroza@senado.gob.ar,(+54 11) 28223000,,la Neuquinidad,Primera Minoría,9,9,0.0,7,60,85,48.72
585,"Márquez, Nadia Judith",Neuquén,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,,nadia.marquez@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,0,0,,0,0,0,0.0
590,"Fullone, Enzo Paolo",Río Negro,Alianza la Libertad Avanza,"{'inicio': '2025-12-26', 'fin': '2031-12-09'}","{'inicio': '2025-12-26', 'fin': None}",,,,enzo.fullone@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Primera Minoría,1,0,0.0,4,80,85,54.49
589,"Marks, Ana Inés",Río Negro,Fuerza Patria,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,,ana.marks@senado.gob.ar,(+54 11) 28223000,,Fuerza Patria,Mayoría,1,0,0.0,61,23,85,54.49
588,"Soria, Martin Ignacio",Río Negro,Fuerza Patria,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,,martin.soria@senado.gob.ar,(+54 11) 28223000,,Fuerza Patria,Mayoría,0,0,,0,0,0,0.0
592,"Guzmán Coraita, Gonzalo",Salta,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,,gonzalo.guzman@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,0,0.0,4,80,85,54.49
591,"Orozco, María Emilia",Salta,Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,,maria.orozco@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,0,1.0,4,79,84,53.85
593,"Royon, Flavia Gabriela",Salta,Primero Los Salteños,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/593.gif,flavia.royon@senado.gob.ar,(+54 11) 28223000,,Primero Los Salteños,Primera Minoría,0,0,,0,0,0,0.0
562,"Giménez Navarro, María Celeste",San Juan,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/562.gif,mcgimeneznavarro@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,0,0.0,62,22,85,54.49
563,"Olivera Lucero, Bruno Antonio",San Juan,Alianza la Libertad Avanza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/563.gif,bruno.olivera@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Primera Minoría,1,0,0.0,4,80,85,54.49
561,"Uñac, Sergio Mauricio",San Juan,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/561.gif,sergio.unac@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,2,0.0,52,30,85,53.21
564,"Abdala, Bartolomé Esteban",San Luis,Alianza la Libertad Avanza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/564.gif,bartolome.abdala@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,0,0.0,4,80,85,54.49
565,"Arrascaeta, Ivanna Marcela",San Luis,Alianza la Libertad Avanza,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/565.gif,ivanna.arrascaeta@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,1,2,0.0,4,78,85,53.21
566,"Salino, Fernando Aldo",San Luis,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/566.gif,fernando.salino@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,0,0.0,61,23,85,54.49
567,"Carambia, José María",Santa Cruz,Alianza por Santa Cruz,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/567.gif,jose.carambia@senado.gob.ar,(+54 11) 28223000,,Alianza por Santa Cruz,Mayoría,1,8,0.0,36,40,85,49.36
568,"Gadano, Natalia Elena",Santa Cruz,Alianza por Santa Cruz,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/568.gif,natalia.gadano@senado.gob.ar,(+54 11) 28223000,,Alianza por Santa Cruz,Mayoría,1,2,0.0,36,46,85,53.21
366,"Kirchner, Alicia Margarita Antonia",Santa Cruz,Alianza Unión por la Patria,"{'inicio': '2023-12-10', 'fin': '2029-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/366.gif,alicia.kirchner@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,0,0.0,62,22,85,54.49
573,"Galaretto, Eduardo Horacio",Santa Fe,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2023-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/573.gif,eduardo.galaretto@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,0,0.0,3,82,85,54.49
536,"Losada, Carolina",Santa Fe,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/536.gif,carolina.losada@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Mayoría,0,0,0.0,3,82,85,54.49
538,"Lewandowski, Marcelo Néstor",Santa Fe,Frente de Todos,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/538.gif,marcelo.lewandowski@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Primera Minoría,1,8,0.0,58,18,85,49.36
594,"Moreno, Elia Esther del Carmen",Santiago del Estero,Frente Cívico por Santiago,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,,elia.moreno@senado.gob.ar,(+54 11) 28223000,,Frente Cívico por Santiago,Mayoría,0,0,,0,0,0,0.0
595,"Coto, Agustín Pedro","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,,agustin.coto@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,0,0,,0,0,0,0.0
596,"Monte de Oca, María Belén","Tierra del Fuego, Antártida e Islas del Atlántico Sur",Alianza la Libertad Avanza,"{'inicio': '2025-12-10', 'fin': '2031-12-09'}","{'inicio': '2025-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/596.gif,belen.montedeoca@senado.gob.ar,(+54 11) 28223000,,La Libertad Avanza,Mayoría,0,0,,0,0,0,0.0
541,"Avila, Beatriz Luisa",Tucumán,Juntos por el Cambio,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/541.gif,beatriz.avila@senado.gob.ar,(+54 11) 28223000,,Unión Cívica Radical,Primera Minoría,0,0,,0,0,0,0.0
576,"Manzur, Juan Luis",Tucumán,Alianza Frente de Todos,"{'inicio': '2023-12-09', 'fin': '2029-12-09'}","{'inicio': '2023-12-09', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/576.gif,juan.manzur@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,1,1,0.0,60,23,85,53.85
540,"Mendoza, Sandra Mariela",Tucumán,Frente de Todos,"{'inicio': '2021-12-10', 'fin': '2027-12-09'}","{'inicio': '2021-12-10', 'fin': None}",,,https://api.argentinadatos.com/static/senado/senadores/540.gif,sandra.mendoza@senado.gob.ar,(+54 11) 28223000,,Unión por la Patria,Mayoría,0,0,0.0,33,52,85,54.49
